text	validation
6/10. No está mal para el precio que tiene, es fácil de usar, se carga muy rápido y la batería me dura varios días dándole uso. Aunque no estoy seguro de que sean muy preciso el tema de los pasos. Otra cosa es que no sé cómo les irá a los demás, pero yo tengo que reiniciarlo por lo menos una vez a la semana, lo cual es un poco coñazo. Y sí, te puedes duchar con ella, pero no lo recomiendo; en cuanto las gotas de agua golpeen el botón (el cual es sensible al tacto), es como cuando te sientas encima del mando y este empieza a cambiar canales como un loco... No te arruina la vida, pero es otro detalle que acaba siendo un coñazo. En definitiva, si es tu primera pulsera inteligente y no eres muy exigente es una buena compra.	0
Recomendado. Recibido a tiempo. Cumplen su función perfectamente y de buen acabado. La bolsa en la que vienen, sirve también para llevarlas. A mi hija le ha encantado el color.	1
No tiene nada que ver. No corresponde con el articulo que muestra la pagina	0
Bonitos y pesados. Presentación al igual que la dureza de los dardos. Impecable	1
Duran poco.. Después de tres carrera de trail running, se rompió uno de los palos por la parte en la que se quieta dijo.	0
Muy fragil. No está nada mal pero en la primera caída salto por los aires y quedó inservible. No le recomiendo para MTB, sólo para urbano. Es una pena porque me gustaba mucho.	0
Gorra puma. Pierde el color por la vicera	0
Compatible. Tiempo de entrega largo pero es compatible con el reloj, no es original de Garmin. Vale la pena si uno no quiere gastarse tanto en una correa.	1
Buena calidad y acabado increíble. Es espectacular sobretodo cuando le cojes práctica, esto es un arma muy disuasoria, y te puede hacer mucho daño a ti si no sabes usarlo y a otra persona si lo usas sin responsabilidad ,así que cuidado ....	1
No es buena compra. No muy bien,, la verdad es que lo que peor tiene es el tipo de cierre, siendo para niños se desabrocha con mucha facilidad por lo que no he podido ni siquiera comprobar su efectividad, se les caen o se les pierden en cuestión de 30 minutos.	0
👍. Me gusta funciona bien pero a veces da calambre	0
El color es naranja. El color el naranja en vez de rojo	0
Gafas retro. Esta bien como adorno de casco, aun k se puede utilizar pero la visión es corta Muy cómoda pero lógicamente x su precio esta bien	0
Envío fatal. Me lo mandaron por seur se supone que no estaba en casa llamo a los 2 días a un número de pago encima la maquinita te cuelga están ocupados vaya castaña	0
Muy bueno. Este reloj se guarda por un precio esperado. Realiza un seguimiento de los pasos, envía mensajes de texto y te da notificaciones sobre llamadas telefónicas, frecuencia cardíaca y seguimiento del sueño. Lo recibí puntualmente.	1
Perfectos. Perfecto para entrenamiento mi hijo de 5 años está contentísimo con ellos.	1
Hace su función. Calidad precio, bastante bien, hace su función	0
Se reinicia continuamente. Compré este artículo por las prestaciones que promete, además de por su elegancia y sencillez de diseño. He decir que es muy cómodo de llevar y no es molesto. Me asombró todas las funcionalidades que tenía. Pero no todo podía ser genial. Días después se quedó pillado y se reinició. Desde entonces se reinicia constantemente. Los contadores se ponen a cero y no se registra ningún dato en la app del móvil. Al final solo me estaba sirviendo como reloj, lo cual no me interesaba, pues relojes ya tengo. Solicitada devolución.	0
Poco cómoda. Se adapta a la cara y el aire que impulsa se nota pero es un poco aparatosa. Las gomas no se sujetan bien en la nuca. Se deslizan hacia el cuello. Falta una goma por encima de la cabeza que la sujetaria mejor.	0
Cumple lo prometido. Tiene mucha potencia, tanto el laser como las dos otras luces. Viene dentro de un estuche muy comodo para transportar	1
Buena calidad a buen precio.. Todo llegó en su debido tiempo. Cumple con la descripción del vendedor. La calidad es buena y el precio tambien. Recomiendo su compra.	1
Faltan piezas. Funciona muy bien, pero he tenido que ingeniarmelas porque faltaba una de las tuercas que se aprietan para sujetar el rollo de hilo.	0
Muy buenos. Muy guapas, alta calidad, montaje facil y muy buen precio!	1
calienta. calienta mucho es lo que esperaba	1
Material débil. La mochila es ligera y tiene múltiples bolsillos para guardar objetos de varios tamaños. No es muy fuerte, se descose con facilidad tanto las gomas elásticas que sujetan el caco como las cintas que sujetan los bolsillos laterales.	0
Olivia. Todo correcto. Sólo que ponía que la rueda delantera tenía luz y no es el caso. Lo que hace que uno se sienta un poco engañado	1
Un buen regalo. El producto es de buena calidad. Lo que no me gustó es que no llego en el tiempo indicado. Asumo que la culpa fue de la empresa transportista	0
Lo que esperaba. Genial para los peques!!	1
Calidad/precio razonable. Si no tuviera la correa original de Garmin para comparar le pondría 5 estrellas, ya que me parece de una calidad más que decente. Pero cuando estás acostumbrado a la original, que es más elástica y deja el reloj firmemente pegado a la muñeca sin apretar en exceso, ves que esta tiene ciertas carencias. Para que quede firme aprieta, aprieta más que la original, si sueltas un punto para que no apriete ya queda holgada y el reloj no hace bien su función. He de decir que no te deja la mano morada ni mucho menos, pero sí que puede resultar una molestia a tener en cuenta, al menos al principio. Supongo que será también cuestión de acostumbrarse.	1
No es resistente al agua. No me ha durado ni quince días. No es resistente al agua, y no puedes ver la hora si estás en el exterior y hay un poco de luz.	0
muy mala calidad. al cabo de 6 usos se me abrieron las lentes y no me entraba agua	0
Lourdes. El sistema de salida de agua me parece incómodo , debería saltar un tubito, porque da la sensación que se derrama	0
Largo y estrecho. No se ajusta muy bien	0
Faltan arandela de freno. La bicicleta está muy bien para su precio pero tube un problema venían los frenos y arandelas de estos sueltos en la caja, y la caja estaba rota y se ha perdido una de las arandelas y no puedo ponerle los frenos, no se como pedirla al proveedor Amazon no me da la opción. Alguien Le paso lo mismo?	0
Venía una punta mal.. Parece una buena herramienta pero una de las puntas exagonales, venía prácticamente redondeada, por lo cual hace esa punta inservible......	0
Fantástico. Fantástico! Con solo pulsar el botón el agua se recoge sin que gotee y evitando malgastar. Su material de cristal frente al plástico de otros bebederos, garantiza la frescura y la mejor conservación del agua.	1
Hermosa pero fragil. Design muy bien. Muy ligera que la hace frágil.	0
Envio rapido, producto se corresponde con descripcion. envio rapido, buena calidad de producto.	1
Problemas con el MP3. Lo que es la cinta de correr va muy bien.....Solamente he tenido un problema con las ranuras MP3 que habían dejado de funcionar....He puesto una queja y me han mandado la consola de arriba completa ...la he instalado , tan solo era enchufar un conector y está funcionando perfectamente	1
Decepcionado. Los había comprado por sus buenas valoraciones en la página oficial y reviews que leí. Sin embargo, pese a ser cómodos y de buena calidad en el tejido (se sienten como unas mallas (exceptuando la compresión) cuando te los pones), no cumplen con la promesa de evitar el olor al hacer deporte, el punto clave por el que los había comprado. Si el uso que se le va a dar es de ropa interior corriente son recomendables más allá de lo comentado.	0
colores reales en pantalla. Es sin duda una version mejorada de estas pulseras que tan de moda estuvieron el año pasado. La goma de la muñeca es mas ancha, gruesa, y elastica, muy mejorada en todos los aspectos. La pantalla es de multiples colores y estos son luminosos incluso de dia con claridad hacia la pantalla. El podometro es muy atractivo y preciso en sus resultados, junto al monitor de frecuencia cardiaca que funciona de maravilla y permite varios perfiles de seguimiento en la app.	1
Buen producto. Cumple todas mis expectativas. Buen producto.	1
Correa. Viene con amplitud de muñeca. Debes ir a joyeria para ajustar. Uso práctico. Puede mojarse sin problema. Igual que la foto. Toque más elegante que la goma.	0
Buena relación precio calidad. La uso ocasionalmente. Tiene potencia y duración suficiente. El sistema de plegado y desplegado es rápido pero al principio hay que hacer alguna esfuerzo hasta que se ablanda. Neumáticos correctos. Frenos un poco escasos. Sillin pequeño para Mi,he puesto uno de gel pero pierde estética. Volveria a comprarla.	1
Buena Compra. Lo he lavado varias veces y sigue teniendo algo de sabor, por lo demás genial!	1
Estan bien. Le falta acolchado, a la larga salen callos, por lo demás perfecto, se echa en falta las cuerdas para quitartelos	1
Por el precio bien. Ojo con la talla, S/M o ML queda grande o pequeña.	0
Cumple con su función. Bien de diseño pero la ebilla de la correa es simple , pierde seguridad y agarre.	0
Muy satisfecha. El tamaño es ideal para poder llevarla en el bolso sin que pese demasiado. No tiene ningun sabor raro. Resistente a golpes y pequeñas caidas	1
Acorde con las leyes expectativas. Es cómodo y práctico	1
gran compra. materiales duros, nada que ver con lo que esperaba por precio. muy buena compra. mucha luz , muy rapido envio.	1
Está muy bien. Una de las correas tardó en llegar , la otra a tiempo pero merece la pena	1
Como conseguir libro?. No se como conseguir el libro Por lo demas a sido una buena compra	1
Maria. Lamentándolo mucho he de decir que los patinetes ni siquiera cumplen con un mínimo de seguridad, no a la hora de usarlo sino en general, el cargador no funciona bien , al enchufarlo a la clavija del patín sale una chispa. He comprado dos y los dos tienen el mismo defecto , en cuanto se agota la primera carga ya no han vuelto a cargar más. Además en las especificaciones técnicas pone que aguanta de 10 a 15km y no es cierto a los 5km se para. Uno de los patinetes ya llegó en mal estado , con una de las defensas caídas y Con una grieta en el manillar, he tenido que devolver los dos y he tenido que pagar yo el mensajero, sólo espero que me devuelvan el dinero sin problema. Es una pena por que a priori parece un gran producto pero faya en calidad totalmente. Si mejoraran en el punto de las baterías y en cumplir las normas mínimas de seguridad tratándose de un producto que necesita electricidad sería perfecto	0
Un poco pequeño.. Me parece bonito y de buena calidad pero me resulta un poco pequeño y hace que se mueva mas al poner y quitar gafas	0
Precioso. Me ha encantado el traje, es súper bonito y cómodo. Muy razonable el precio, por 20 euros no es fácil encontrar una equipación. soy chica y suelo usar talla m/l y en este producto he cogido s y me queda como un guante. Volveré a comprar.	1
Guantes de gym. Muy cómodos, para entrenar con pesas sin problemas.	1
No valen para nada. No se pegan a ninguna cámara, por muy bien que lo hagas	0
Pésima calidad. Es de pésima calidad, ate a mi mascota, tiro de la cuerda y esta cedió, el gancho de metal se salió de de la correa, y el perrito escapó y anduvo suelto, no me quiero imaginar que hubiese pasado si hubiese ocurrido en un lugar transitado por coches, podría ser digno de una demanda	0
La relación calidad precio. Relación calidad precio buena, las he utilizado tanto en monte como en carretera	0
Práctica. Buena calidad a muy buen precio	1
Calidad precio potencia bien. Calidad precio bien y tiene potencia como para atravesar carne de animales pequeños ejemplo conejos que en mi finca hacen daño y oye que luego están muy Buenos fritos con ajo jajaja	1
Honor band 3. No están mal, sirven bien para honor band 3, pero alguna viene con el agujero donde se pone el tornillo algo justo o sin perforar del todo, con lo que es difícil colocarlo	1
Bonitas. Son muy bonitas y solo los protectores ya valen lo que cuestan, pero a mi hija le estaban fastidiando para conseguir ponerse de puntas...la profesora nos dijo que eran muy rígidas.	0
Calidad media. Son demasiado finas lo demás están bien es lo que es.	0
Malisimas.. El plastico chirriaba, se abrian y cerraban con ruido. Una gran decepcion, esperaba mas de oakley. una gran marca, pero este producto un desastre.	0
Es cómodo pero me ha durado poco. Después de un uso de unas dos veces por semana, me ha durado 9 meses, pensé que aguantaría más. Por lo demás, es cómodo y se ajusta muy bien	0
Muy frágil. Pues muy bonitas y tal y como dice el anuncio, pero al mínimo golpe se hace añicos, que es lo que me pasó a mí. No ha llegado ni al mes, el cristal es tan fino que no admite golpes. Si se es capaz de mantenerla alejada del peligro, perfecta.	0
Juanra. Me gusto mucho su diseño para mi si son comodos... Pero con el primer lavado pierden algo de color por otra parte no tengo nada más que decir	0
CARGA USB. Estupendo faro calidad / precio carga usb rapida y duradera.	1
Perfecto!!!. Es lo que esperaba. Se adapta perfectamente. Quizá mitiga un poco la vibración, pero merece la pena, por eso le pongo un 4.	1
reloj garmin. Un magnifico reloj para hacer deporte, encuentra rápidamente el satélite . Batería de larga duración. y con la aplicación de garmin podrás ver todos tus entrenamientos.	1
Pequeñas. Tamaño pequeño para un niño de 5 años. Viene con funda, tapones oídos y nariz. Una pena que el tamaño no sea el adecuado. Parecen para niños muy pequeños.	0
Perfect. Envío rápido y todo correcto. Muy buena calidad	1
Aceptable. La aplicación no sincroniza el sueño	0
Mal acabado, poca durabilidad.. Me han durado siete sesiones de una hora. Los materiales son buenos, pero la calidad de fabricación es mala. El guante derecho está perfectamente cosido. Es cómodo y resistente y tienen buen agarre y sujeción de la muñeca los dos. El problema está en el guante izquierdo, la anilla del dedo índice está cosida un par de milímetros más cerca de la muñeca, lo que hace que esté en tensión con la unión entre dedo índice y corazón. Esto hace que no sea cómodo porque molesta, y que la tensión haga saltar la costura y desgarre la parte que protege la palma de la mano. Adjunto dos fotos, la del guante derecho en perfecto estado, y la del izquierdo con el desgarro entre los dedos. Siete horas de uso en total. Una pena. Importante: pensé que era una unidad defectuosa, la devolví y compré otra y no, están todos mal cosidos.	0
Disgusto total. Estoy muy disgustada porque cuando hemos abierto el paquete nos hemos encontrado un producto usado, sucio y roto. Además era el regalo de Reyes de mi hijo. Todo un desastre. No entiendo como han podido enviar un producto en estas condiciones!	0
Incomodo y muy rígido, para spinning.. Muy duro para spinning. Quizás para carretera, no lo sé.	0
La movilidad. Bastante bueno, se acopla bien.	1
Plastiquillo complicado de poner.. La función la hace, sujeta el pié ya que lleva la correa. El plástico es superflexible y parece de mala calidad, la correa y el enganche parecen muy buenos. Para colocarlo he quitado el reflectante del pedal y he cortado con un cúter el borde que lo que sujeta. Luego he colocado la pieza de metal y he hecho los agujeros con un taladro. Finalmente se atornilla y listo. Llevo un 39 de pié y con la talla M me sujeta más de la mitad del empeine que es lo que necesito para poder hacer el freno de pedal con una fixie. En general cole su función, ya veremos lo que tarda en partirse después de unos cuantas frenadas.	0
Un timo. 4 meses y no lo he recibido. Comprado hace 4 meses y no lo he recibido	0
Bueno. Esta bien a un que en mi asiento no ajusto del todo. Pero eso se debe al tamaño de los asientos. Yo he podido adaptarlo y es bastante comodo. No uso la bicicleta todos los dias y cuando lo hago es por periodos cortos.	0
carro. si tuviera 4 ruedas seria ideal. pero cuando le quitas todo no se sostiene	1
Crampones botas elásticos.. Perfectas relacion calidad precio no se puede pedir más solo un poco más de firme en la plataforma de los pinchos con la goma. Posibilidad de romper fácil pero no hay problema	0
Diseño bonito. Muy contenta con el mar. El diseño es muy Bonito por ambos lados, pero para llevar todos los días es algo abultada.	1
Básico pero sirve.. Es un poco lioso de instalar puesto que las instrucciones no vienen en español,a pesar de eso el sistema que usa no tiene mucha ciencia,el tamaño de la pantalla es bueno y se ven bien los números. Para tener una idea aproximada de los kilómetros recorridos está muy bien,pero si buscas exactitud mejor valora otras opciones de mayor precio. De todas formas es un buen producto como orientación.	1
comodidad de no tener que descargar la mochila para beber. es una buena solución, aunque, para mi gusto, el tubo es excesivamente largo, lo que dificulta la succión del liquido	0
Imposible talonar. No tube manera de montarlas, (igual mi juego estaba defectuoso) devolución sin problemas, respuesta de Amazon un 10, al final otras de aro rígido y sin problemas.	0
Se raja al 3° partido. Una pala que tiene máximo 4 partidos jugados por mi novia (ella es principiante) y ya de ha rajado por varios sitios. No merece la pena haberla comprado.	0
correa rota. correa rota como casi todas las quejas q ponen q se hagan cargo de cambiar garmin por uno nuevo sin coste	0
Muy útil. Muy pequeña y útil Siempre llevo una en el bolsillo	1
Se empaña. Me e quedado algo decepcionado por que se empaña mucho, por lo demás bien.	0
Muy bueno y de gran calidad. De momento lo utilizo en piscina y va genial. Muchos datos en la aplicacion de Suunto. Ya mismo en aguas abiertas	1
Perfecto. Bueno es lo esperado vastante bueno	1
Me han decepcionado un poco. En uno de los bastones no ajusta la rosca para ponerlo a la adecuada altura y las cintas de las dragoneras son demasiado largas.	0
Cargador aparte. Esta pulsera de actividad lleva cargador aparte, lo cual es un engorro llevarlo para cargarlo fuera de tu casa, asi que le doy 3.	0
Gran calidad y muy confortable. Es una prenda que abriga un montón, si pesara un poco menos sería perfecta.	1
Retraso en la entrega. Muy descontento en la entrega. Se retrasó 15 dias	0
Ligero y cómodo. Más para verano que para invierno. Aún así es cómodo y flexible.	0
Práctico. Lo mejor el seguro para,que no se salga el agua si aprietas sin querer	1
basico. calidad precio , no se puede pedir mas da el apaño , espero que dure por lo menos una temporada.	0
Ana heredia. Pongo dos estrellas por qué la estética es buena pero la calidad pésima una cadena de rompió al ponerla y la otra casi se rompe : eran para regalar y fue una situación incómoda	0
Aislan bastante bien pero pega en pequeño. El aislamiento es bastante bueno, probado en salida con entorno nevado y viento y aguantaron bien, pero en mis zapatos que son un 43 no quedan bien, cuestan de entrar, vale que no se salen pero al menos en zapatos de MTB se quedan cortos, la parte de abajo se queda justo en la cala con lo que con cuatro puestas o sacadas de calas se rompen, estan mordidos completamente, van a durar dos salidas mas. No los devuelvo porque estan todos mordidos ya y costaron baratos, pero como digo no me sirven. Los he probado en dos pares de zapatos distintos y lo mismo.	0
ES MUY MALA. NO LO RECOMENDARE. NO CUMPLE CON LAS EXPECTATIVAS. EN MI CASO EL NORTE ERA EL SUR CON LO CUAL PARA UNA BRUJULA ES UN POCO CURIOSO	0
Muy contento.. Bastante calidad y la por la cremallera no entra aire. El único problema el peso y dimensiones del saco de dormir.	1
Justa de tamaño. Aunque ya se sabe que no es piel de verdad no esta mal el problema es que es muy pequeña. De todas las correas que tengo es la que más justita me queda y tengo una muñeca normal.	0
Enchufe asiático. Enchufe incorrecto para la unión europea	0
Bolsa ok. Igual a su descripcion	0
No se. No ha llegado. Todavía no ha llegado	0
Estupenda. Cómoda, amplia y de buena calidad	1
Muy recomendables. Actualmente los tengo instalados en mis patines de linea, mas o menos desde hace medio año y la verdad que no tengo queja ninguna sobre su calidad y utilidad. la verdad que son mucho mejores que los que tenia instalados anteriormente. por mi experiencia en patinaje y por como a salido el producto si que recomiendo su compra. Espero que os ayude mi opinión, un saludo	1
Perfecto. Perfecto, color y material mejor que el original, encaja perfecto y buen precio lo volvería a comprar otra vez y más	1
No me ha llegado el pedido. NO ME HA LLEGADO EL PEDIDO	0
Genial. Aguanta y no se ralla. Diseño bonito y muy funcional por la apertura de la parte superior, que lo hace accesible tanto para lavar como para beber sin tapón. Se lava en el lavavajillas sin deterioro alguno.	1
Buen agarre, efecto poco duradero. Proporcionan un agarre excelente de la pala/raqueta, lo malo es que en meses calurosos el efecto en mi caso dura unos 2-3 juegos, en un set hay que aplicarlo unas 3 veces. Tras 2 meses todavía funciona.	0
Buena iluminación. El producto viene perfectamente embalado, al abrir la caja nos encontramos la funda semi-rigida y de buen tacto,la linterna tiene suficiente potencia para trabajar en espacios sin ningún tipo de iluminación,sobre la autonomía solo la he usado durante unas 2 horas a maxima potencia y no he tenido problema de rendimiento,el ajuste a la cabeza es muy cómodo y ajustable. De momento a mí me resulta muy útil	1
Buen chandal. El chándal es justo lo que buscaba. La única pega es que la cremallera la tiene al contrario	1
Se adaptan completamente, con ligereza y visión total. Únicas con las que a mi no entra agua al cabo del tiempo.	1
Producto erróneo. Pedí un modelo de piscina rectangular y me llegó un modelo de piscina redondo. Nada que ver con lo que compré. Devuelto antes que el repartidor de SEUR dejara el paquete	0
sol. no me han gustado nada las gomas no ajustan bien y son muy pequeñas los remates y su acabado malisimos gracias	0
Muy malo. 3 horas de uso por niños de 8 y 11 años... y balón roto. Y eso que dicen que tiene garantía. Busquen otra marca.	0
CUMPLE LAS EXPECTATIVAS. El conjunto es perfecto aunque los elasticos de las piernas aprietan un poco. Buena relación calidad-precio. Se ajusta casi como un guante	1
Producto básico.. Muy básica. Nada que ver con las imágenes. Por su precio no está mal pero no esperéis gran cosa. Me esperaba una riñonera más elaborada.	0
Me esperaba más potencia. Utilizo habitualmente un Compex, y obviamente no esperaba algo de gran calidad por el precio, pero si que tuviese más potencia, incluso a la máxima ( hay 9 niveles ), da la sensación de que se queda corto para realizar un buen ejercicio de verdad. Después de varios días probandolo creo que solo lo utilizaré puntualmente cuando me vaya de viaje porque no ocupa nada. Pros: Facilidad de uso, olvídate de cables, se recarga por USB. Contras: Le falta potencia de estimulación, para mi bastante importante.	0
No ha sido entregado. Buenas tardes, El paquete, según el tracking, se dejó en un buzón de correos y no es el mío. No tengo el producto, imagino que se debe haber entregado en otra dirección. Si lo entregaron el 08 de enero fue a otra persona. Me gustaría que me hicieran el reembolso del producto. Gracias, Saludos Jess	0
Buen producto. Lo compramos para una parte del comedor donde jugaba nuestro bebé, la verdad es que queda muy bien y le ha evitado algunos golpes mientras jugaba. Es resistente y aguanta muy bien el paso del tiempo, lo tenemos ya un año y esta como al principio.	1
Bien. Bueno, está bien, pero no le estoy sacando mucho uso.	0
No sirve no encaja. Tengo el Forerunner 10 y no me encaja en el espacio que tiene el reloj. Necesita que la zona donde se sujeta el pasador sea más ancho. Así que no me sirve. Espero que den solución al respecto.	0
Pala padel. Es bastante mas inferior de las prestaciones q se incluyen en el anuncio, realmente me ha decepcionado	0
Regular. El lugar donde pones las poleas, tras colocar los tornillos queda torcida. Recorrido muy pequeño de las pesas. Producto regular.	0
Reyes mayos. De muy mala calidad, las instrucciones en letra de tamaño 1, super pequeñas. Contaba pasos incluso mientras dormía....lo devolví a los 3 días.	0
Pau. Poca precisión no me convenció nada	0
Mala calidad. No ha durado un año y ya se ha roto	0
no es lo que esperaba. no me gusta,asegura que aguanta el agua fresca 12 h y de eso nada,aparte que el oxido aparece a las dos semanas de haberla utilizado,no la recomiendo	0
Mal sabor del agua. Yo lo uso para caminar Es muy cómodo Para mi tiene suficiente espacio El único defecto es que la boquilla para beber deja un sabor desagradable en el agua. Después de un mes, es el único defecto que le veo	0
Esta bien si quieres cambiar. Calidad regular, tardó lo que pone, está bien para cambiar de pulsera	0
Mal. No recibí el artículo No logré contactar con el vendedor a través de su correo electrónico ni de ninguna otra forma	0
Adecuado. Cumple su función perfectamente	1
Un buen forro polar. Me gusta mucho este forro polar. La talla es perfecta y resulta muy cómodo. Aprecio su textura suave. Muy contento con esta compra.	1
Buen precio. Ha cumplido totalmente mis expectativas, es tal como esperaba. Buena relacion calidad-precio. Estoy muy satisfecho de la compra. Lo recomiendo totalmente.	1
La cremallera no funciona bien. Tengo dos de estos: uno fucsia y uno negro. Nos son transpirables por lo que quedan húmedos por el sudor. Debajo de la ropa apenas se notan y se ajustan bien a la cintura. Al poco de comenzar a utilizarlos los dos han fallado en lo mismo. La cremallera se atasca y se abre sola cuando menos lo esperas.	0
Correcto. Calidad precio correcto, me ha gustado especialmente el poder cambiar el color de la esfera a mi antojo, por lo demás todo bien.	1
Buena relación calidad precio. Por el precio que tiene no está nada mal. Tenía una igual y la perdí, por lo que pedí otra.	1
No es lo que esperaba. Esun gorro pequeño y de baja calidad. Entra mucha agua y se mueve constantemente	0
Difícil de poner. Es chula pero difícil de poner si sólo tienes 2 manos.....	0
Se oxiden en nada. No lo recomiendo.. Al cabo de 3 meses ya se ha se ha oxidado. Acero de muy mala calidad. Por casa tengo multiherramientas similares que están como nuevas. No lo recomiendo.	0
Prácticos. Yo los usé para meditar y colocar bajo las rodillas. Algo duros, pero cumplen su función. También son más grandes de lo q pensaba	1
Nada recomendable. Se rompieron el mismo día que las estrenaba	0
Arnés y correa para perro fuerte y talla correcta. Está bien el arnés que viene con su correa. Es para un bichon Maltés de 5 kilos y la talla que he cogido es la correcta. La correa y el arnés es fuerte y no creo que lo rompa por mucho que tire o lo muerda. Muy contenta	1
Forma contribuir a salvar medio ambiente. Práctico y buen acabado	1
Devuelto. Pésimo reloj, no funcionaban la mitad de las funciones que decía, tuve que devolverlo, no me convenció nada en absoluto.	0
No las volveré a comprar. Al poco tiempo de ser utilizadas se empezó a despegar el velcro que sujeta la cinta	0
No valen para nada. Bastante deficiente su uso, se salen los balones al moverse los nudos, es tirar el dinero, compre 4 y las tuve que devolver	0
Aceptable. Cuesta encajarla mas que la original pero cumple su funcion. Vale la mitad y no creo que dure menos ya que la que trae el reloj me duro apenas unos meses. Eso si, una vez puesta, queda algo desproporcionada	0
Antonio. Buena pala de potencia con buen control . Cumple los requisitos q buscaba, por poner un pero no trae el overgrip ni el protector q detallaba el vendedor...	1
Buena bonita y barata. Es muy bonita. Resistente y buena . El sillin algo incómodo para una mujer. Pero la bicicleta merece la pena comprarla. Descambie una en Carrefour que era malísima por esta y estoy encantada	1
Se rompe con facilidad. Se ha roto con solamente un par de horas de uso, por la parte de sujeción (y si, con un uso doméstico)	0
Leatherman. He tenido varios tipos de esta misma herramienta, una de mis preferidas como hombre de campo, esto te vale para cualquier cosa en cualquier momento y lo puedes llevar sin que ocupe nada, vale muy poco en comparación con otros que hay por ahí por 60-70 euros y este no tiene nada que envidiarles, es muy resistente con un agarre fuerte y trae diferentes herramientas menores, navaja abridor tijeras etc.. las necesarias. El color negro que lleva me gusta mucho y se recoge genial lo puedes guardar en un bolsillo fácilmente aunque pesa lo que indica buen material o por lo menos resistente.	1
Defectuoso. A los 6 meses de uso tiene fugas de aire en uno de los flotadores por la costura lateral	0
en realidad no es la misma tela que la que aparece en las fotografías. Por las fotografías me pareción un producto de gran calidad, al apreciar que la tela es muy resistente, sobre todo la del interior, el forro. Pero al recibir el producto es muy diferente, sobre todo la del forro, que es una tela muy fina, casi transparente. Por lo demás no me parece mal.	0
PROBLEMAS DE INCOMPATIBILIDADES. No es compatible con un gran número de fabricantes y modelos. Esta parte la descubrí despues de que no me funcionase en 3 dispositivos, no llegan las notificaciones. Entre ellos el iphone xr o curiosamente el xiaomi 9t	0
Vendedor muy informal por no calificarlo con otro adjetivo. Pues la verdad q no la recibí y me tubo q hacer la devolución Amazon porque el comprador externo a Amazon nunca me la llegó a mandar	0
Cumple su función. Buena relación calidad precio. Las uso a diario y se va notando algo de desgaste en la pintura pero no le bajo la nota por eso ya que es algo normal al ser hierro fundido y pintado encima.	1
Muy pequeño. Es un paletero muy pequeño. Solo cabe la pala en un compartimento separado y el resto muy justo para zapatillas, ropa, toalla, pelotas, etc. No tiene más compartimentos para la ropa usada, las sandalias de la ducha, jabon, etc.	0
Se rompe fácilmente. Se me cayó cuando la estaba llenado y se rompió la tapa. Es muy frágil y ahora la tendré que tirar a la basura.	0
El tamaño. Es perfecto y muy amplio	1
No puedo utilizar el smart bracelet. No encuentro una App para conectarlo a mi móvil.	0
Muy bonita y de buena calidad. Es una correa de muy buena calidad. Sería conveniente que incluyera una pequeña clavija para adaptar el número de eslabones al tamaño de la muñeca.	1
Que ha llegado rápido y bien. Para andar co el bkool	1
Ya se ha roto. A la semana de uso ya se ha roto uno de los brazaletes para los tobillos. En Aliexpres está por la mitad de precio	0
Cumple con las expectativas. Bastante antideslizante, el color y dibujo bonitos. El grosor es un poco mayor de lo habitual, que es lo que buscaba. Lo que no me gusta nada es que huele como a goma de neumático, solo llevo usándola una semana así que espero que el olor vaya desapareciendo.	1
Wilson Carbon Force Pro. Envío y entrega del paquete en horario y fecha indicados por el vendedor. La pala es espectacular, de una calidad excelente. Muy ligera, precisa y potente. Todo un acierto, la verdad	1
Grande. Es una chaqueta que queda bastante larga, aunque por lo demás, se la ve de buena calidad.	1
Calidad buena. Está bien, pero al cortar el cable sobrante se deshilachó	1
Buen acabado. Calidad buena,el 4k regular pero para el precio q tiene no se puede pedir mas	1
PERFECTO. Después de 2 años utilizándolo, 100% recomendable.	1
Fácil de intercambiar y de buena calidad. Correa de buena calidad, con un interior oscuro. Cumple perfectamente su función y se intercambia fácilmente. Una buena opción para cambiar el aspecto del reloj	1
No muy satisfecho. Cumplen su función pero el precio me pareció elevado, las vi en Sprinter por 10€ menos	0
El mejor que he probado. No le pongo 5 estrellas porque mi trasero es especial y no he encontrado nada perfecto (tendría que ir a una tienda especializada), pero este sillín me va muy bien. Si voy en llano es muy cómodo y no siento molestias en un par de horas. Sí noto algo subiendo, pero menos exagerado que con otro Selle Italia más duro que tengo.	1
Me esperaba otra cosa. Me esperaba otra cosa,de estética	0
funciona bastante bien. Si, se acopla perfectamente y el peso es muy bueno.	1
adaptador. parece barato pero cuando le hechas cuentas te sale a 20 € aproximadamente no se como va porque apenas lo he provado	0
No se sujeta bien. Para hacer deporte no sirve, al poco tiempo de empezar ya está en los tobillos. Quizás con una talla inferior se sujetaría un poco mejor, pero no lo voy a comprobar.	0
Cortos. Son demasiado cortos para mi gusto, se nota cierta incomodidad cuando los usas sobre la bici. El resto de características bien	1
De las mejores marcas de multiherramientas. Material de primera calidad, infinidad de aplicaciones, si lo usas a diario, recomiendo coger alguno de los accesorios como puntas de destornillador, y otras	1
Fácil de romper. Al poco tiempo a la intemperie se rompe	0
mochila nevera. genial, mantiene las bebidas frias durante muchas horas, genial	1
Relación calidad precio. Está bien, cumple sobradamente con su propósito	1
