text	tag
60. Institutions should also take into account the information available in external databases,     including credit registers, macroeconomic indicators and public information sources, including     press articles and financial analyst’s reports. The indications of unlikeliness to pay that could     be considered by institutions on the basis of external information include the following:	0
61. When specifying the criteria for unlikeliness to pay, institutions should take into consideration     the relations within the groups of connected clients as defined in point 39 of Article 4(1) of     Regulation (EU) No 575/2013. In particular institutions should specify in their internal policies     when the default of one obligor within the group of connected clients has a contagious effect     on other entities within this group. Such specifications should be in line with the appropriate     policies for the assignment of exposures to individual obligor to an obligor grade and to     groups of connected clients in accordance with point (d) of Article 172(1) of Regulation (EU)     No 575/2013. Where such criteria have not been specified for a non-standard situation, in the     case of default of an obligor that is part of a group of connected clients, institutions should     assess the potential unlikeliness to pay of all other entities within this group on a case-by-case     basis.	0
62. Where a financial asset was purchased or originated by an institution at a material discount     institutions should assess whether that discount reflects the deteriorated credit quality of the     obligor and whether there are any indications of default in accordance with these guidelines.     The assessment of unlikeliness to pay should refer to the total amount owed by the obligor     regardless of the price that the institution has paid for the asset. This assessment may be     based on the due diligence performed before the purchase of the asset or on the analysis	0
63. Institutions should have adequate policies and procedures to identify credit frauds. Typically     when credit fraud is identified, the exposure is already defaulted on the basis of material     delays in payment. However, if the credit fraud is identified before default has been     recognised this should be treated as an additional indication of unlikeliness to pay.	0
64. Institutions should establish policies regarding the definition of default in order to ensure its     consistent and effective application and in particular they should have clear policies and     procedures on the application of the criteria for unlikeliness to pay as laid down in Article     178(3) of Regulation (EU) No 575/2013 and all other indications of unlikeliness to pay as     specified by the institution, covering all types of exposures as defined in point (2) of Article     142(1) of Regulation (EU) No 575/2013, for all business lines, legal entities and geographical     locations.	0
65. With regard to each indication of unlikeliness to pay institutions should define the adequate     methods of their identification, including the sources of information and frequency of     monitoring. The sources of information should include both internal and external sources,     including in particular relevant external databases and registers.	0
66. Institutions that use the IRB Approach and use external data for the purpose of estimation of     risk parameters in accordance with Article 178(4) of Regulation (EU) No 575/2013 should     apply the requirements specified in this section.	0
67. For the purposes of Article 178(4) of Regulation (EU) No 575/2013 institutions should do all of     the following:	0
68. For each difference identified in the definition of default resulting from the assessment of     paragraph 67, institutions should do all of the following:	0
69. Regarding the totality of the differences identified in the definition of default resulting from     the assessment of paragraph 67 and taking into account the adjustments performed in     accordance with point (b) of paragraph 68, institutions should be able to demonstrate to     competent authorities that broad equivalence with the internal definition of default has been     achieved, including, where possible by comparing the default rate in internal data on a     relevant type of exposures with external data.	0
70. Where the assessment of paragraph 67 identifies differences in the definition of default     which the process of paragraph 68 reveals to be non-negligible but not possible to overcome     by adjustments in the external data, institutions are required to adopt an appropriate margin     of conservatism in the estimation of risk parameters as referred to in Article 179(1)(f) of     Regulation (EU) No 575/2013. In that case institutions should ensure that this additional     margin of conservatism reflects the materiality of the remaining differences in the definition     of default and their possible impact on all risk parameters.	0
71. For the purposes of the application of Article 178(5) of Regulation (EU) 575/2013, except for     situations referred to in paragraph 72, institutions should apply all of the following:	0
72. For the purposes of the application of Article 178(5) of Regulation (EU) 575/2013, and where     distressed restructuring according to paragraph 49 of these guidelines applies to a defaulted     exposure, regardless of whether such restructuring was carried out before or after the     identification of default, institutions should consider that no trigger of default continues to     apply to a previously defaulted exposure, where at least 1 year has passed from the latest     between one of the following events:	0
73. Institutions should reclassify the exposure to a non-defaulted status after at least the one     year period referred to in the previous paragraph, where all of the following conditions are     met:	0
74. Where the obligor changes due to an event such as a merger or acquisition of the obligor or     any other similar transaction, the institution should not apply paragraph 73(a). Where the     obligor’s name changes, instead, institutions should apply that paragraph.	0
75. For the purposes of the application of Article 178(5) of Regulation (EU) 575/2013, an     institution should define clear criteria and policies regarding when the obligor can be     classified back to non-defaulted status and more in particular, both of the following:	0
76. Institutions should monitor on a regular basis the effectiveness of their policies mentioned in     paragraph 75, and in particular monitor and analyse:	0
77. It is expected that the institution would have a limited number of obligors who default soon     after returning to a non-defaulted status. In the case of extensive number of multiple defaults     the institution should revise its policies with regard to the reclassification of exposures.	0
78. The analysis of the changes in statuses of the obligors or facilities should in particular be     taken into account for the purpose of specifying the periods referred to in paragraphs 71 and	0
72. Institutions may specify longer periods for the exposures that have been classified as     defaulted in the preceding 24 months.	0
79. Institutions should adopt adequate mechanisms and procedures in order to ensure that the     definition of default is implemented and used in a correct manner, and should, in particular,     ensure:	0
81. Where the exchange of client data among different legal entities within an institution, the     parent undertaking or any of its subsidiaries is prohibited by consumer protection regulations,	0
82. Further, where the identification of default of an obligor in a manner fully consistent across     the institution, the parent undertaking or any of its subsidiaries is very burdensome, requiring     development of a centralised database of all clients or implementation of other mechanisms     or procedures to verify the status of each client at all entities within the group, institutions     need not apply such mechanisms or procedures if they can demonstrate that the effect of     non-compliance is immaterial because there are no or very limited number of common clients     among the relevant entities within a group and the exposure to these clients is immaterial.	0
83. For the purposes of point (b) of paragraph 79, an institution, parent undertaking or any of its     subsidiaries should use the same definition of default for a single type of exposures as defined     in point (2) of Article 142(1) pf Regulation (EU) No 575/2013. They may use different     definitions of default for different types of exposures, including for certain legal entities or for     presence in geographical locations in ways other than via a legal entity, where this is justified     by the application of significantly different internal risk management practices or by different     legal requirements applying in different jurisdictions, in particular by reasons such as:	0
84. For the purposes of point (b)(ii) of paragraph 79, and where different definitions of default     are applied either across types of exposures in accordance with paragraph 83, the     institutions’ internal procedures relating to the definition of default should ensure both of the     following:	0
85. Further, for institutions that use the IRB Approach, the use of different default definitions has     to be adequately reflected in the estimation of risk parameters in the case of ratings systems     which scope of application encompasses different default definitions.	0
86. According to the second sub-paragraph of Article 178(1) of Regulation (EU) No 575/2013, in     the case of retail exposures, institutions may apply the definition of default at the level of an     individual credit facility rather than in relation to the total obligations of a borrower.     Therefore, institutions that use the IRB Approach, in particular, may apply the definition of     default at the level of the individual facility for retail exposures as defined in Article 147(5) of     Regulation (EU) 575/2013. Institutions that use the Standardised Approach, instead may apply     the definition of default at the level of an individual credit facility for all exposures that meet     the criteria specified in Article 123 of Regulation (EU) 575/2013, even where some of those     exposures have been assigned to a different exposure class for the purpose of assigning a risk     weight, such as exposures secured by mortgages on immovable property.	0
87. Institutions should choose the level of application of the definition of default between obligor     and facility for all retail exposures in a way that reflects their internal risk management     practices.	0
88. Institutions may apply the definition of default at the level of an obligor for some types of     retail exposures and at the level of a credit facility for others, where this is well justified by     internal risk management practices, for instance due to a different business model of a     subsidiary, and where there is evidence that the number of situations where the same clients     are subject to different definitions of default at different levels of application is kept to a strict     minimum.	0
89. Where institutions decide to use different levels of application of the definition of default for     different types of retail exposures, according to paragraph 88, they should ensure that the     scope of application of each definition of default is clearly specified and that it is used     consistently over time for different types of retail exposures. In the case of institutions that     use the IRB Approach the risk estimates should correctly reflect the definition of default     applied to each type of exposures.	0
90. Where institutions use different levels of application of the default definition with regard to     certain retail portfolios, the treatment of common clients across such portfolios should be     specified in their internal policies and procedures. In particular, where the exposure to which	0
91. The same rule should apply to the obligors treated under the Standardised Approach, where     some exposures to an obligor fulfil the requirements of Article 123 of Regulation (EU)     575/2013 while other exposures to the same obligor are in the form of securities and     therefore do not qualify as retail. Where an exposure in the form of a security fulfils either or     both of the conditions of points (a) or (b) of Article 178(1) of Regulation (EU) No 575/2013, all     exposures to that obligor should be considered defaulted. Where the exposure that fulfils the     requirements of Article 123 of Regulation (EU) 575/2013 meets those conditions and the     institution applies the definition of default at the individual credit facility level, the other     exposures to the obligor should not be automatically reclassified to default status.     Institutions, however, may classify those other exposures as defaulted on the basis of other     unlikeliness to pay considerations, as provided further in paragraphs 92 to 94.	0
92. Where, in accordance with the second sub-paragraph of Article 178(1) of Regulation (EU) No     575/2013, the definition of default has been applied at the level of an individual credit facility     with regard to retail exposures, institutions should not consider automatically the different     exposures to the same obligor defaulted at the same time. Nevertheless institutions should     take into account that some indications of default are related with the condition of the     obligor rather than the status of a particular exposure. This refers in particular to the     indications of unlikeliness to pay related with the bankruptcy of the obligor as specified in     points (e) and (f) of Article 178(3) of Regulation (EU) No 575/2013. Where such indication of     default occurs, institutions should treat all exposures to the same obligor as defaulted     regardless of the level of application of the definition of default.	0
93. Institutions should consider also other indications of unlikeliness to pay and specify, in line     with their internal policies and procedures, which indications of unlikeliness to pay reflect the     overall situation of an obligor rather than that of the exposure. Where such other indications     of unlikeliness to pay occur, all exposures to the obligor should be considered defaulted     regardless of the level of application of the definition of default.	0
94. Additionally, where a significant part of the exposures to the obligor is in default, institutions     may consider it unlikely that the other obligations of that obligor will be paid in full without     recourse to actions such as realising security and treat them as defaulted as well.	0
95. The application of the definition of default for retail exposures at the obligor level implies     that, where any credit obligation of the obligor meets the conditions of points (a) or (b) or     both of Article 178(1) of Regulation (EU) No 575/2013, then all exposures to that obligor     should be considered defaulted. Institutions that decide to apply the definition of default for     retail exposures at the obligor level should specify detailed rules for the treatment of joint     credit obligations and default contagion between exposures in their internal policies and     procedures.	0
96. Institutions should consider a joint credit obligation as an exposure to two or more obligors     that are equally responsible for the repayment of the credit obligation. This notion does not     extend to a credit obligation of an individual obligor secured by another individual or entity in     the form of a guarantee or other credit protection.	0
97. Where the conditions of points (a) or (b) or both of Article 178(1) of Regulation (EU) No     575/2013 are met with regard to a joint credit obligation of two or more obligors, institutions     should consider all other joint credit obligations of the same set of obligors and all individual     exposures to those obligors as defaulted, unless they can justify that the recognition of     default on individual exposures is not appropriate because at least one of the following     conditions apply:	0
98. The default of a joint credit obligation should not cause the default of other joint credit     obligations of individual obligors with other individuals or entities, which are not involved in     the credit obligation that has initially been defaulted; however, institutions should assess     whether the default of the joint credit obligation at hand constitutes an indication of     unlikeliness to pay with regard to the other joint credit obligations.	0
99. Where the conditions of points (a) or (b) or both of Article 178(1) of Regulation (EU) No     575/2013 are met with regard to the credit obligation of an individual obligor, the contagious     effect of this default should not automatically spread to any joint credit obligations of that     obligor; nevertheless, institutions should assess such joint credit obligations for possible     indications of unlikeliness to pay related with the default of one of the obligors. In any case,	0
100.    Institutions should identify, on the basis of the analysis of relevant legal provisions in a    jurisdiction, and provide in their internal policies and procedures for the identification of the    obligors that are legally fully liable for certain obligations jointly and severally with other    obligors, therefore being fully liable for the entire amount of those obligations, but excluding    credit obligations of an individual obligor secured by another individual or entity in the form    of a guarantee or other credit protection. A typical example would be a married couple    where, based on specific legal provisions applicable in the relevant jurisdiction, division of    marital property (system of separate estates) does not apply. In the case of full mutual    liability for all obligations, default of one of such obligors should be considered an indication    of potential unlikeliness to pay of the other obligor and therefore institutions should assess    whether the individual and joint credit obligations of these obligors should be considered    defaulted. Where one of the joint and several obligors that are legally fully liable for all    obligations, has a joint credit obligation with another client, the institution should assess    whether indications of unlikeliness to pay occur also on the other joint credit obligations with    third parties.	0
101.   Institutions should also analyse the forms of legal entities in relevant jurisdictions and the    extent of liability of the owners, partners, shareholders or managers for the obligations of a    company depending on the legal form of the entity. Where an individual is fully liable for the    obligations of a company, default of that company should result in that individual being    considered defaulted as well. Where such full liability for the obligations of a company does    not exist, owners, partners or significant shareholders of a defaulted company should be    assessed by the institution for possible indications of unlikeliness to pay with regard to their    individual obligations.	0
102.    Additionally, in the specific case of an individual entrepreneur where an individual is fully    liable for both private and commercial obligations with both private and commercial assets    the default of any of the private or commercial obligations should cause all private and    commercial obligations of such individual to be considered as defaulted as well.	0
103.   Where the definition of default is applied at the level of an obligor for retail exposures,    the materiality threshold should also be applied at the level of an obligor. Institutions should    clearly specify in their internal policies and procedures the treatment of joint credit    obligations in the application of the materiality threshold.	0
104.   A joint obligor, i.e. a specific set of individual obligors that have a joint obligation towards    an institution, should be treated as a different obligor from each of the individual obligors. In    the case the delay in payment occurs on a joint credit obligation, the materiality of such delay    should be assessed by applying the materiality threshold referred to in point (d) of Article    178(2) of Regulation (EU) No 575/2013 to all joint credit obligations granted to this specific    set of obligors. For this purpose the individual exposures to obligors participating in a joint	0
105.   When delay in payment occurs on an individual credit obligation, the materiality of such    delay should be assessed by applying the materiality threshold referred to in point (d) of    Article 178(2) of Regulation (EU) No 575/2013 to all individual credit obligations of this    obligor, without taking into account any joint credit obligations of that obligor with other    individuals or entities. Where the materiality threshold calculated in this way is breached, all    individual exposures to this obligor should be considered defaulted.	0
106.   Institutions should have effective processes that allow them to obtain the relevant    information in order to identify defaults in a timely manner, and to channel the relevant    information in the shortest possible time and, where possible, in an automated manner, to    the personnel that is responsible for taking credit decisions, and more in particular:	0
107.   Institutions should verify on a regular basis that all forborne non-performing exposures    are classified as default and subject to distressed restructuring. Institutions should also    analyse on a regular basis the forborne performing exposures in order to determine whether    any of them fulfils the indication of unlikeliness to pay as specified in Article 178(3)(d) of    Regulation (EU) No 575/2013 and in paragraphs 49 to 55.	0
108.   Control mechanisms should ensure that the relevant information is used in the default    identification process immediately after being obtained. All exposures to a defaulted obligor    or all relevant exposures in case of the application of the definition of default at the facility    level for retail exposures should be marked as defaulted in all relevant IT systems without	0
109.    Institutions should document their policies regarding the definition of default including all    triggers for identification of default and the exit criteria as well as clear identification of the    scope of application of the definition of default and, more in particular they should:	0
110.  For the purposes of point (a) of paragraph 109, institutions should document the    application of the definition of default in a detailed manner by including the    operationalization of all indications of default, including the process, sources of information    and responsibilities for the identification of particular indications of default.	0
111.   For the purposes of point (b) of paragraph 109, institutions should document the    operationalization of the criteria for reclassification of a defaulted obligor to a non-defaulted    status, including the processes, sources of information and responsibilities assigned to    relevant personnel.	0
112.   For the purposes of paragraphs 110 and 111, the documentation should include    description of all automatic mechanisms and manual processes, and where qualitative    indications of default or criteria for the return to non-defaulted status are applied manually    the description should be sufficiently detailed to facilitate common understanding and    consistent application by all responsible personnel.	0
113.   For the purposes of point (c) of paragraph 109, institutions should keep an updated    register of all current and past versions of the default definition at least starting from the date    of application of these guidelines. This register should include at least the following    information:	0
114.   Institutions that use the IRB Approach should adopt adequate mechanisms and    procedures in order to ensure that the definition of default is implemented and used in a    correct manner, and should in particular ensure that:	0
2.1      The business reorganisation plan should demonstrate with a high level of confidence that          its application will restore the long-term viability of the institution or entity referred to in          points (b), (c) and (d) of Article 1(1) of Directive 2014/59/EU. Such demonstration should          rely on credible assumptions, a scenario-based analysis and appropriate and concrete          performance indicators capturing the performance of the entire group, the entities and          the business lines that are not to be wound down or sold.	0
2.2      Any assumptions and performance indicators should be compared with appropriate          sector-wide benchmarks and should be in line with available macro-economic forecasts.	0
2.3      Where the business reorganisation plan sets out a description of how the institution or          entity referred to in points (b), (c) and (d) of Article 1(1) of Directive 2014/59/EU will be          able to provide an acceptable financial return, such return should be assessed by          comparison to relevant peer institutions or entities and historical data.	0
2.4      The risks taken into account by the viability analysis in the business reorganisation plan          should be consistent with institution-specific and broader risks identified by the          competent authority, the central bank or other relevant authority or institution in the          relevant markets.	0
2.5      The worst-case scenario should reflect a significant, albeit plausible, change in the          underlying assumptions in comparison to the base-case scenario. These changes should          focus in particular on the assumptions that are more relevant for the institution under          reorganisation.	0
2.6      Restoration of the long-term viability, even under the worst-case scenario, should not          involve further application of resolution tools beyond the scope of the resolution scheme          under implementation when the business reorganisation plan was drawn up. The          resolution authority should also ensure that the reorganisation of the institution or entity          does not give rise to any material impediments to resolvability. If such material          impediments are identified, the resolution authority should notify the institution or entity          referred to in points (b), (c) and (d) of Article 1(1) of Directive 2014/59/EU according to          the procedure set out in Article 52(8) of Directive 2014/59/EU and outline relevant          actions for how those impediments could be addressed.	0
2.7      The business reorganisation plan should demonstrate that the institution or entity          referred to in points (b), (c) and (d) of Article 1(1) of Directive 2014/59/EU is capable of	0
2.8        In order to determine whether the business reorganisation plan is reasonably likely to            restore the long-term viability of the institution or entity referred to in points (b), (c) and	0
3.1        The information provided in the business reorganisation plan and its underlying            assumptions regarding the causes that have triggered the resolution and the            reorganisation strategy should be consistent with the assessment carried out by the            resolution authority and the competent authority and the valuation that informed the            determination of whether the conditions for resolution were met in accordance with            Article 36(4)(a) of Directive 2014/59/EU.	0
3.2        Any analysis of the external operating environment included in the business            reorganisation plan should be consistent with the analysis of opportunities and threats in            the relevant markets, as determined by the resolution authority and competent authority            when carrying out their tasks.	0
3.3        The business reorganisation plan should be feasible and realistic. In particular:	0
       3.3.1    any internal and governance measures should be carried out taking into account                 potential implementation impediments, such as labour law or other contractual                 requirements;	0
       3.3.2    the reorganisation strategy, measures, milestones and performance indicators                 contained in the business reorganisation plan should take into account the                 interdependencies between the legal entities and business lines in the group. These                 might include commercial, funding and operational interdependencies;	0
       3.3.3    the reorganisation strategy, the individual measures, the milestones and the                 performance indicators contained in the business reorganisation plan should take into                 account the situation in the relevant markets;	0
      3.3.4   any divestment of assets, entities or business lines envisaged by the business               reorganisation plan should be tailored to the situation in the relevant markets. The               timing and scope of such divestments should also take into account the interest and               possibility of investors acquiring them;	0
      3.3.5   the benchmark or valuation used to calculate any expected proceeds from divestment               of assets, entities or business lines envisaged by the business reorganisation plan               should be prudent, reliable and realistic.	0
3.4      The reorganisation period should be as short as possible, taking into account:	0
4.1      The business reorganisation plan should be consistent with any business plans that have          been prepared by the institution or entity and submitted to any other authority (e.g.          competition or securities and markets authorities) following regulatory or legal          obligations.	0
4.2      Where the Union State aid framework is applicable, the resolution authority and the          competent authority, when assessing the business reorganisation plan, should cooperate          with the European Commission on the assessment and viability analysis, which is an          objective of both the business reorganisation plan and the restructuring plan.	0
4.3      Where the business reorganisation plan includes measures already featuring in the latest          versions of previously prepared recovery or resolution plans for the institution or entity          referred to in points (b), (c) and (d) of Article 1(1) of Directive 2014/59/EU, these should          be limited to elements which remain relevant following that institution’s or entity’s failure          and resolution and the situation in the relevant markets.	0
4.4      The reorganisation strategy should not undermine the resolution objectives and principles          laid down in Articles 31 and 34 of Directive 2014/59/EU, as applied by the resolution          authority. The resolution authority and the competent authority should satisfy          themselves that implementation of the reorganisation strategy and measures do not          adversely affect the critical functions of the institution or entity referred to in points (b),	0
5.1      Any milestones and performance indicators contained in the business reorganisation plan          should be sufficiently concrete to enable their monitoring, in accordance with the          reporting obligations referred to in Article 52(10) of Directive 2014/59/EU.	0
5.2      The content of the business reorganisation plan and the progress report should allow the          resolution authority and the competent authority to conclude that the business          reorganisation plan is implemented correctly and will achieve its objectives.	0
5.3      The resolution authority and the competent authority should ensure adequate          arrangements in order to carry out the monitoring, in particular in relation to the timely          flow of information regarding the implementation of the business reorganisation plan.	0
5.4      Where the resolution authority or the competent authority appoints an independent          expert to verify in full or in part the assumptions and the effect of the measures          contemplated by the business reorganisation plan, such independent expert should meet          a standard of independence equivalent to the criteria for independence specified by Part          Five, Title I of the Commission Delegated Regulation [XXX/XXX] supplementing Directive          2014/59/EU (Independence of valuers).	0
1.1      The resolution authority and the competent authority should establish appropriate          working arrangements for the submission, assessment and approval of business          reorganisation plans.	0
1.2      The indicative timeline of the envisaged actions should provide enough time for each          authority to assess the business reorganisation plan after its submission, but also allow          sufficient time for each authority to express any concern, to examine the concerns raised          by the other authority and agree on the appropriate action, taking into account the          deadlines provided in Article 52(7) to (10) of Directive 2014/59/EU.	0
1.3      Both the resolution and the competent authorities should coordinate communication          and, when possible, submit one joint reply to the institution or entity referred to in points	0
1.4      The competent authority should provide its agreement to the approval of the business          reorganisation plan by the resolution authority in writing.	0
1.5      The resolution authority should share with the competent authority all the progress          reports submitted to it by the management body or the person or persons appointed in          accordance with Article 72(1) of Directive 2014/59/EU without undue delay.	0
1.6      Following each submission of the progress report, the resolution and the competent          authorities should establish working arrangements to coordinate and share their          assessment and communication to the progress report. Such arrangements should          provide time for each authority to assess the progress report, but also allow sufficient          time for each authority to express any concerns to the other authority and for the latter          to examine such concerns and agree on the appropriate action.	0
1.7      When a disagreement between the two authorities cannot be resolved within the          timeline established by Article 52(7) of Directive 2014/59/EU, either of the authorities          may refer the issue to the EBA in order for the EBA to assist the authorities to reach an          agreement in accordance with Article 31 of the EBA Regulation.	0
2.1      Where the institutions or entities referred to in points (b), (c) and (d) of Article 1(1) of          Directive 2014/59/EU under resolution have activities in more than one Member State or          in jurisdictions outside the EU, the relevant resolution authority, before approving the          business reorganisation plan, but within the appropriate timeframe for the assessment,          should:	0
             2.1.1    communicate the business reorganisation plan to the other resolution                       authorities affected by the reorganisation, in accordance with the provisions                       of Article 52(2) of Directive 2014/59/EU, even if they are in jurisdictions                       outside the EU, in accordance with existing cooperation arrangements or with                       existing assessments of confidentiality equivalence;	0
             2.1.2    consider communicating the business reorganisation plan to that institution                       or entity’s resolution college or European resolution college;	0
             2.1.3    provide the resolution authorities referred to in points 2.1.1 and 2.1.2 above                       with the opportunity to comment on the business reorganisation plan and                       take their comments into account, to the extent possible.	0
2.2      Where the institutions or entities referred to in points (b), (c) and (d) of Article 1(1) of          Directive 2014/59/EU under resolution have activities in more than one Member State or          jurisdictions outside the EU, the relevant competent authority, before communicating its          approval on the business reorganisation plan to the resolution authority, but within the          appropriate timeframe for the assessment, should:	0
             2.2.1    communicate the business reorganisation plan to the other competent                       authorities affected by the reorganisation in accordance with the provisions                       of Article 52(2) of Directive 2014/59/EU, even if they are in jurisdictions                       outside the EU, in accordance with existing cooperation arrangements or with                       existing assessments of confidentiality equivalence;	0
             2.2.2    consider communicating the business reorganisation plan to the other                       members of that institution’s or entity’s college of supervisors;	0
             2.2.3    provide the competent authorities referred to in points 2.2.1 and 2.2.2 above                       with the opportunity to comment on the business reorganisation plan and                       take their comments into account, to the extent possible.	0
2.3      When the bail-in tool is applied to two or more group entities in different Member States,          the relevant resolution authorities and competent authorities should cooperate in the          assessment and approval of the business reorganisation plan.	0
3. When assessing whether there is a material threat to financial stability arising from or    aggravated by the failure or likely failure of the institution under resolution in the context of    the requirement to market the institution relating to the application of the sale of business    tool, resolution authorities should consider the impact on other institutions and financial    markets including infrastructure providers and non-financial institution customers. Resolution    authorities should in particular consider, but not limit themselves to, factual circumstances    that are relevant for the risk that marketing the institution under resolution may result in    aggravating uncertainty and a loss of market confidence. These circumstances should include    at least any of the following:	0
4. Resolution authorities should assess the likelihood of an imminent impairment to any of these    elements which could affect institutions other than the institution under resolution that are    relevant with respect to the financial stability of one or more Member States based on their    relevance as individuals and collectively, as appropriate.	0
5. When assessing whether compliance with the requirements specified in Article 39(1) of    Directive 2014/59/EU would be likely to undermine the effectiveness of the sale of business    tool or achieving the resolution objective of avoiding significant adverse effects on financial    stability, resolution authorities should consider at least the following elements:	0
6. When the resolution authority assesses the need to effect a rapid resolution action in    accordance with point (e) of Directive 2014/59/EU, it should pay particular regard to the    continuance of critical functions, the confidence of depositors and the public, the functioning    of infrastructures and the trading times in relevant markets.	0
17. Credit institutions should comply with these guidelines in a manner that is appropriate to     their size and internal organisation and the nature, scope and complexity of their activities     and portfolios, and, more generally, all other relevant facts and circumstances of the credit     institution (and the group (if any) to which it belongs). The use of properly designed     proportionate approaches should not jeopardise the high-quality implementation of the ECL     accounting frameworks.	0
18. Credit institutions should also give due consideration to the application of the principle of     materiality. However, this should not result in individual exposures or portfolios being     considered immaterial if, cumulatively, these represent a material exposure to the credit     institution. In addition, materiality should not be assessed only on the basis of the potential     impact on the profit or loss statement at the reporting date. For instance, large portfolio(s) of     lending exposures such as real estate mortgages would generally be considered material even     if they are highly collateralised.	0
19. In considering how to take proportionality or materiality into account in the design of an ECL     methodology or in its implementation, it is important to ensure that bias is not being     introduced.	0
20. The timely recognition of credit deterioration and allowances should not be delayed without     prejudice to the fact that ECL accounting frameworks are symmetrical in the way that     subsequent changes (both deteriorations and reversals of those deteriorations) in the credit     risk profile of a debtor should be considered in the measurement of the allowances.	0
21. Credit institutions should consider a wide range of information when applying ECL accounting     models. Information considered should be relevant to the assessment of credit risk and     measurement of ECL of the particular lending exposure being assessed, and should include     information about past events, current conditions and forecasts of future economic     conditions. Information which is ultimately included in the assessment of credit risk and     measurement of ECL should also be reasonable and supportable. Credit institutions should     use their experienced credit judgement in determining the range of relevant information that	0
     should be considered and in determining whether information is considered to be reasonable      and supportable. Reasonable and supportable information should be based on relevant facts      and sound judgement.	0
22. In order to ensure a timely recognition of credit losses, credit institutions should consider     forward-looking information, including macroeconomic factors. When considering forwardlooking information, credit institutions should apply sound judgement consistent with     generally accepted methods for economic analysis and forecasting, and supported by a     sufficient set of data.	0
23. Credit institutions should be able to demonstrate how they have considered relevant,     reasonable and supportable information in the ECL assessment and measurement process.     Credit institutions should apply experienced credit judgement in the consideration of future     scenarios and take into account the potential consequence of events occurring or not     occurring, and the resulting impact on the measurement of ECL. Information should not be     excluded from that process simply because an event has a low likelihood of occurring or the     effect of that event on the credit risk or the amount of expected credit losses is uncertain. In     certain circumstances information relevant to the assessment and measurement of credit risk     may not be reasonable and supportable and should therefore be excluded from the ECL     assessment and measurement process. Given that these circumstances would be exceptional     in nature, credit institutions should provide a clearly documented, robust justification.	0
24. The information used shall include an unbiased consideration of relevant factors and their     impact on creditworthiness and cash shortfalls. Relevant factors include those intrinsic to the     bank and its business or derived from external conditions.	0
The management body 21 and senior management of a credit institution are responsible for ensuring that the credit institution has appropriate credit risk management practices, including an effective internal control system, to consistently determine adequate allowances in accordance with the credit institution’s stated policies and procedures, the applicable accounting framework and relevant supervisory guidance.	0
21    Various management body structures can be observed in EU Member States. In some Member States a single-tier structure is common, i.e. supervisory and management functions of the management body are exercised within a single body. In other Member States a two-tier structure is common, with two independent bodies being established, one for the management function and the other for the supervision of the management function.	0
